jan_rev,feb_rev,mar_rev
1112507,223618,334729
1112508,223619,334730
1112509,223620,334731
1112510,223621,334732
1112511,223622,334733
1112512,223623,334734
1112513,223624,334735
1112514,223625,334736
1112515,223626,334737
1112516,223627,334738
1112517,223628,334739
1112518,223629,334740
1112519,223630,334741
1112520,223631,334742
1112521,223632,334743
1112522,223633,334744
1112523,223634,334745
1112524,223635,334746
1112525,223636,334747
1112526,223637,334748
1112527,223638,334749
1112528,223639,334750
1112529,223640,334751
1112530,223641,334752
1112531,223642,334753
1112532,223643,334754
1112533,223644,334755
1112534,223645,334756
1112535,223646,334757
1112536,223647,334758
1112537,223648,334759
1112538,223649,334760
1112539,223650,334761
1112540,223651,334762
1112541,223652,334763
1112542,223653,334764
1112543,223654,334765
1112544,223655,334766
1112545,223656,334767
1112546,223657,334768
1112547,223658,334769
1112548,223659,334770
1112549,223660,334771
1112550,223661,334772
1112551,223662,334773
1112552,223663,334774
1112553,223664,334775
1112554,223665,334776
1112555,223666,334777
1112556,223667,334778
1112557,223668,334779
1112558,223669,334780
1112559,223670,334781
1112560,223671,334782
1112561,223672,334783
1112562,223673,334784
1112563,223674,334785
1112564,223675,334786
1112565,223676,334787
1112566,223677,334788
1112567,223678,334789
1112568,223679,334790
1112569,223680,334791
1112570,223681,334792
1112571,223682,334793
1112572,223683,334794
1112573,223684,334795
1112574,223685,334796
1112575,223686,334797
1112576,223687,334798
1112577,223688,334799
1112578,223689,334800
1112579,223690,334801
1112580,223691,334802
1112581,223692,334803
1112582,223693,334804
1112583,223694,334805
1112584,223695,334806
1112585,223696,334807
1112586,223697,334808
1112587,223698,334809
1112588,223699,334810
1112589,223700,334811
1112590,223701,334812
1112591,223702,334813
1112592,223703,334814
1112593,223704,334815
1112594,223705,334816
1112595,223706,334817
1112596,223707,334818
1112597,223708,334819
1112598,223709,334820
1112599,223710,334821
1112600,223711,334822
1112601,223712,334823
1112602,223713,334824
1112603,223714,334825
1112604,223715,334826
1112605,223716,334827
1112606,223717,334828
1112607,223718,334829
1112608,223719,334830
1112609,223720,334831
1112610,223721,334832
1112611,223722,334833
1112612,223723,334834
1112613,223724,334835
1112614,223725,334836
1112615,223726,334837
1112616,223727,334838
1112617,223728,334839
1112618,223729,334840
1112619,223730,334841
1112620,223731,334842
1112621,223732,334843
1112622,223733,334844
1112623,223734,334845
1112624,223735,334846
1112625,223736,334847
1112626,223737,334848
1112627,223738,334849
1112628,223739,334850
1112629,223740,334851
1112630,223741,334852
1112631,223742,334853
1112632,223743,334854
1112633,223744,334855
1112634,223745,334856
1112635,223746,334857
1112636,223747,334858
1112637,223748,334859
1112638,223749,334860
1112639,223750,334861
1112640,223751,334862
1112641,223752,334863
1112642,223753,334864
1112643,223754,334865
1112644,223755,334866
1112645,223756,334867
1112646,223757,334868
1112647,223758,334869
1112648,223759,334870
1112649,223760,334871
1112650,223761,334872
1112651,223762,334873
1112652,223763,334874
1112653,223764,334875
1112654,223765,334876
1112655,223766,334877
1112656,223767,334878
1112657,223768,334879
1112658,223769,334880
1112659,223770,334881
1112660,223771,334882
1112661,223772,334883
1112662,223773,334884
1112663,223774,334885
1112664,223775,334886
1112665,223776,334887
1112666,223777,334888
1112667,223778,334889
1112668,223779,334890
1112669,223780,334891
1112670,223781,334892
1112671,223782,334893
1112672,223783,334894
1112673,223784,334895
1112674,223785,334896
1112675,223786,334897
1112676,223787,334898
1112677,223788,334899
1112678,223789,334900
1112679,223790,334901
1112680,223791,334902
1112681,223792,334903
1112682,223793,334904
1112683,223794,334905
1112684,223795,334906
1112685,223796,334907
1112686,223797,334908
1112687,223798,334909
1112688,223799,334910
1112689,223800,334911
1112690,223801,334912
1112691,223802,334913
1112692,223803,334914
1112693,223804,334915
1112694,223805,334916
1112695,223806,334917
1112696,223807,334918
1112697,223808,334919
1112698,223809,334920
1112699,223810,334921
1112700,223811,334922
1112701,223812,334923
1112702,223813,334924
1112703,223814,334925
1112704,223815,334926
1112705,223816,334927
1112706,223817,334928
1112707,223818,334929
1112708,223819,334930
1112709,223820,334931
1112710,223821,334932
1112711,223822,334933
1112712,223823,334934
1112713,223824,334935
1112714,223825,334936
1112715,223826,334937
1112716,223827,334938
1112717,223828,334939
1112718,223829,334940
1112719,223830,334941
1112720,223831,334942
1112721,223832,334943
1112722,223833,334944
1112723,223834,334945
1112724,223835,334946
1112725,223836,334947
1112726,223837,334948
1112727,223838,334949
1112728,223839,334950
1112729,223840,334951
1112730,223841,334952
1112731,223842,334953
1112732,223843,334954
1112733,223844,334955
1112734,223845,334956
1112735,223846,334957
1112736,223847,334958
1112737,223848,334959
1112738,223849,334960
1112739,223850,334961
1112740,223851,334962
1112741,223852,334963
1112742,223853,334964
1112743,223854,334965
1112744,223855,334966
1112745,223856,334967
1112746,223857,334968
1112747,223858,334969
1112748,223859,334970
1112749,223860,334971
1112750,223861,334972
1112751,223862,334973
1112752,223863,334974
1112753,223864,334975
1112754,223865,334976
1112755,223866,334977
1112756,223867,334978
1112757,223868,334979
1112758,223869,334980
1112759,223870,334981
1112760,223871,334982
1112761,223872,334983
1112762,223873,334984
1112763,223874,334985
1112764,223875,334986
1112765,223876,334987
1112766,223877,334988
1112767,223878,334989
1112768,223879,334990
1112769,223880,334991
1112770,223881,334992
1112771,223882,334993
1112772,223883,334994
1112773,223884,334995
1112774,223885,334996
1112775,223886,334997
1112776,223887,334998
1112777,223888,334999
1112778,223889,335000
1112779,223890,335001
1112780,223891,335002
1112781,223892,335003
1112782,223893,335004
1112783,223894,335005
1112784,223895,335006
1112785,223896,335007
1112786,223897,335008
1112787,223898,335009
1112788,223899,335010
1112789,223900,335011
1112790,223901,335012
1112791,223902,335013
1112792,223903,335014
1112793,223904,335015
1112794,223905,335016
1112795,223906,335017
1112796,223907,335018
1112797,223908,335019
1112798,223909,335020
1112799,223910,335021
1112800,223911,335022
1112801,223912,335023
1112802,223913,335024
1112803,223914,335025
1112804,223915,335026
1112805,223916,335027
1112806,223917,335028
1112807,223918,335029
1112808,223919,335030
1112809,223920,335031
1112810,223921,335032
1112811,223922,335033
1112812,223923,335034
1112813,223924,335035
1112814,223925,335036
1112815,223926,335037
1112816,223927,335038
1112817,223928,335039
1112818,223929,335040
1112819,223930,335041
1112820,223931,335042
1112821,223932,335043
1112822,223933,335044
1112823,223934,335045
1112824,223935,335046
1112825,223936,335047
1112826,223937,335048
1112827,223938,335049
1112828,223939,335050
1112829,223940,335051
1112830,223941,335052
1112831,223942,335053
1112832,223943,335054
1112833,223944,335055
1112834,223945,335056
1112835,223946,335057
1112836,223947,335058
1112837,223948,335059
1112838,223949,335060
1112839,223950,335061
1112840,223951,335062
1112841,223952,335063
1112842,223953,335064
1112843,223954,335065
1112844,223955,335066
1112845,223956,335067
1112846,223957,335068
1112847,223958,335069
1112848,223959,335070
1112849,223960,335071
1112850,223961,335072
1112851,223962,335073
1112852,223963,335074
1112853,223964,335075
1112854,223965,335076
1112855,223966,335077
1112856,223967,335078
1112857,223968,335079
1112858,223969,335080
1112859,223970,335081
1112860,223971,335082
1112861,223972,335083
1112862,223973,335084
1112863,223974,335085
1112864,223975,335086
1112865,223976,335087
1112866,223977,335088
1112867,223978,335089
1112868,223979,335090
1112869,223980,335091
1112870,223981,335092
1112871,223982,335093
1112872,223983,335094
1112873,223984,335095
1112874,223985,335096
1112875,223986,335097
1112876,223987,335098
1112877,223988,335099
1112878,223989,335100
1112879,223990,335101
1112880,223991,335102
1112881,223992,335103
1112882,223993,335104
1112883,223994,335105
1112884,223995,335106
1112885,223996,335107
1112886,223997,335108
1112887,223998,335109
1112888,223999,335110
1112889,224000,335111
1112890,224001,335112
1112891,224002,335113
1112892,224003,335114
1112893,224004,335115
1112894,224005,335116
1112895,224006,335117
1112896,224007,335118
1112897,224008,335119
1112898,224009,335120
1112899,224010,335121
1112900,224011,335122
1112901,224012,335123
1112902,224013,335124
1112903,224014,335125
1112904,224015,335126
1112905,224016,335127
1112906,224017,335128
1112907,224018,335129
1112908,224019,335130
1112909,224020,335131
1112910,224021,335132
1112911,224022,335133
1112912,224023,335134
1112913,224024,335135
1112914,224025,335136
1112915,224026,335137
1112916,224027,335138
1112917,224028,335139
1112918,224029,335140
1112919,224030,335141
1112920,224031,335142
1112921,224032,335143
1112922,224033,335144
1112923,224034,335145
1112924,224035,335146
1112925,224036,335147
1112926,224037,335148
1112927,224038,335149
1112928,224039,335150
1112929,224040,335151
1112930,224041,335152
1112931,224042,335153
1112932,224043,335154
1112933,224044,335155
1112934,224045,335156
1112935,224046,335157
1112936,224047,335158
1112937,224048,335159
1112938,224049,335160
1112939,224050,335161
1112940,224051,335162
1112941,224052,335163
1112942,224053,335164
1112943,224054,335165
1112944,224055,335166
1112945,224056,335167
1112946,224057,335168
1112947,224058,335169
1112948,224059,335170
1112949,224060,335171
1112950,224061,335172
1112951,224062,335173
1112952,224063,335174
1112953,224064,335175
1112954,224065,335176
1112955,224066,335177
1112956,224067,335178
1112957,224068,335179
1112958,224069,335180
1112959,224070,335181
1112960,224071,335182
1112961,224072,335183
1112962,224073,335184
1112963,224074,335185
1112964,224075,335186
1112965,224076,335187
1112966,224077,335188
1112967,224078,335189
1112968,224079,335190
1112969,224080,335191
1112970,224081,335192
1112971,224082,335193
1112972,224083,335194
1112973,224084,335195
1112974,224085,335196
1112975,224086,335197
1112976,224087,335198
1112977,224088,335199
1112978,224089,335200
1112979,224090,335201
1112980,224091,335202
1112981,224092,335203
1112982,224093,335204
1112983,224094,335205
1112984,224095,335206
1112985,224096,335207
1112986,224097,335208
1112987,224098,335209
1112988,224099,335210
1112989,224100,335211
1112990,224101,335212
1112991,224102,335213
1112992,224103,335214
1112993,224104,335215
1112994,224105,335216
1112995,224106,335217
1112996,224107,335218
1112997,224108,335219
1112998,224109,335220
1112999,224110,335221
1113000,224111,335222
1113001,224112,335223
1113002,224113,335224
1113003,224114,335225
1113004,224115,335226
1113005,224116,335227
1113006,224117,335228
1113007,224118,335229
1113008,224119,335230
1113009,224120,335231
1113010,224121,335232
1113011,224122,335233
1113012,224123,335234
1113013,224124,335235
1113014,224125,335236
1113015,224126,335237
1113016,224127,335238
1113017,224128,335239
1113018,224129,335240
1113019,224130,335241
1113020,224131,335242
1113021,224132,335243
1113022,224133,335244
1113023,224134,335245
1113024,224135,335246
1113025,224136,335247
1113026,224137,335248
1113027,224138,335249
1113028,224139,335250
1113029,224140,335251
1113030,224141,335252
1113031,224142,335253
1113032,224143,335254
1113033,224144,335255
1113034,224145,335256
1113035,224146,335257
1113036,224147,335258
1113037,224148,335259
1113038,224149,335260
1113039,224150,335261
1113040,224151,335262
1113041,224152,335263
1113042,224153,335264
1113043,224154,335265
1113044,224155,335266
1113045,224156,335267
1113046,224157,335268
1113047,224158,335269
1113048,224159,335270
1113049,224160,335271
1113050,224161,335272
1113051,224162,335273
1113052,224163,335274
1113053,224164,335275
1113054,224165,335276
1113055,224166,335277
1113056,224167,335278
1113057,224168,335279
1113058,224169,335280
1113059,224170,335281
1113060,224171,335282
1113061,224172,335283
1113062,224173,335284
1113063,224174,335285
1113064,224175,335286
1113065,224176,335287
1113066,224177,335288
